CIDADE;UF;ANOMES;RENDA;POPULACAO;LEADS;PEDIDOS;RESTAURANTES;CHURN;REATIVACAO;CHS;MUB;IBGE_TIPO_MUNICIPIO;RECEITA_RESTAURANTE_ATIVO
OURO PRETO;MG;202401;6000;74824;9;189;7;0;0;7023;512;Centro Sub-Regional;242
OURO PRETO;MG;202402;6000;74824;15;207;7;6;2;7023;987;Centro Sub-Regional;242
OURO PRETO;MG;202403;6000;74824;21;271;13;4;5;7023;1652;Centro Sub-Regional;242
PADRE PARAISO;MG;202402;1000;20346;2;21;1;0;0;1059;146;Centro de Zona;24
PADRE PARAISO;MG;202403;1000;20346;2;58;1;0;0;1059;121;Centro de Zona;24
PAINEIRAS;MG;202401;1000;4440;1;13;1;0;0;22;2;Centro Local;9
PAINEIRAS;MG;202402;1000;4440;2;63;2;0;0;22;0;Centro Local;9
PAINEIRAS;MG;202403;1000;4440;2;34;1;1;0;22;2;Centro Local;9
PAINS;MG;202401;3000;8308;1;11;1;0;0;526;105;Centro Local;21
PAINS;MG;202402;3000;8308;2;24;1;1;0;526;143;Centro Local;21
PAINS;MG;202403;3000;8308;4;63;3;0;1;526;78;Centro Local;21
PALMA;MG;202403;1000;6606;2;10;1;0;0;149;10;Centro Local;10
PAPAGAIOS;MG;202401;1000;15922;2;34;1;0;0;107;16;Centro Local;24
PAPAGAIOS;MG;202402;1000;15922;7;31;3;1;0;107;29;Centro Local;24
PAPAGAIOS;MG;202403;1000;15922;10;73;5;2;3;107;30;Centro Local;24
PARA DE MINAS;MG;202401;2000;95616;16;399;10;2;1;7381;1559;Centro Sub-Regional;182
PARA DE MINAS;MG;202402;2000;95616;26;536;22;1;5;7381;1902;Centro Sub-Regional;182
PARA DE MINAS;MG;202403;2000;95616;31;384;18;8;2;7381;606;Centro Sub-Regional;182
PARACATU;MG;202401;3000;94539;12;172;7;2;1;5972;108;Centro Sub-Regional;175
PARACATU;MG;202402;3000;94539;17;203;13;1;3;5972;1213;Centro Sub-Regional;175
PARACATU;MG;202403;3000;94539;25;394;16;4;3;5972;1548;Centro Sub-Regional;175
PARAGUACU;MG;202401;1000;21693;8;107;3;1;0;1911;16;Centro Local;41
PARAGUACU;MG;202402;1000;21693;8;106;7;1;5;1911;397;Centro Local;41
PARAGUACU;MG;202403;1000;21693;8;75;4;4;1;1911;65;Centro Local;41
PARAISOPOLIS;MG;202401;1000;21353;2;54;1;0;0;1622;217;Centro de Zona;60
PARAISOPOLIS;MG;202402;1000;21353;3;44;3;0;1;1622;149;Centro de Zona;60
PARAISOPOLIS;MG;202403;1000;21353;6;137;4;0;0;1622;46;Centro de Zona;60
PARAOPEBA;MG;202401;1000;24854;4;42;1;3;1;1750;119;Centro Local;53
PARAOPEBA;MG;202402;1000;24854;5;65;4;0;2;1750;370;Centro Local;53
PARAOPEBA;MG;202403;1000;24854;6;45;3;1;0;1750;1;Centro Local;53
PASSA QUATRO;MG;202401;1000;16439;3;64;2;1;0;1369;231;Centro Local;54
PASSA QUATRO;MG;202402;1000;16439;3;20;3;0;1;1369;165;Centro Local;54
PASSA QUATRO;MG;202403;1000;16439;4;96;2;2;0;1369;367;Centro Local;54
PASSA TEMPO;MG;202401;2000;8031;1;42;1;0;0;367;45;Centro Local;19
PASSA TEMPO;MG;202402;2000;8031;1;0;0;1;0;367;0;Centro Local;19
PASSA TEMPO;MG;202403;2000;8031;1;0;0;0;0;367;0;Centro Local;19
PASSABEM;MG;202401;1000;1619;1;25;1;0;0;60;16;Centro Local;1
PASSABEM;MG;202402;1000;1619;2;82;2;0;0;60;6;Centro Local;1
PASSABEM;MG;202403;1000;1619;3;46;2;1;0;60;16;Centro Local;1
PASSOS;MG;202401;1000;115970;27;425;18;3;4;4715;1403;Centro Sub-Regional;240
PASSOS;MG;202402;1000;115970;36;568;25;5;7;4715;710;Centro Sub-Regional;240
PASSOS;MG;202403;1000;115970;45;920;34;6;9;4715;270;Centro Sub-Regional;240
PATIS;MG;202401;1000;6031;1;19;1;0;0;416;55;Centro Local;4
PATIS;MG;202402;1000;6031;1;6;1;0;0;416;99;Centro Local;4
PATIS;MG;202403;1000;6031;1;12;1;0;0;416;34;Centro Local;4
PATOS DE MINAS;MG;202401;1000;154641;39;577;27;1;5;11778;3472;Centro Sub-Regional;336
PATOS DE MINAS;MG;202402;1000;154641;63;936;46;7;9;11778;429;Centro Sub-Regional;336
PATOS DE MINAS;MG;202403;1000;154641;80;1288;51;15;10;11778;1255;Centro Sub-Regional;336
PATROCINIO;MG;202401;1000;92116;15;213;11;0;4;6774;178;Centro Sub-Regional;131
PATROCINIO;MG;202402;1000;92116;17;360;13;2;2;6774;1384;Centro Sub-Regional;131
PATROCINIO;MG;202403;1000;92116;25;568;19;3;3;6774;1309;Centro Sub-Regional;131
PATROCINIO DO MURIAE;MG;202403;1000;5744;1;0;0;0;0;460;0;Centro Local;12
PAULA CANDIDO;MG;202402;1000;9597;1;0;0;0;0;127;0;Centro Local;9
PAULA CANDIDO;MG;202403;1000;9597;3;4;1;0;0;127;1;Centro Local;9
PAULISTAS;MG;202401;1000;4794;2;56;1;1;0;461;16;Centro Local;4
PAULISTAS;MG;202402;1000;4794;2;77;2;0;1;461;82;Centro Local;4
PAULISTAS;MG;202403;1000;4794;2;74;2;0;0;461;41;Centro Local;4
PAVAO;MG;202403;1000;8390;1;0;0;0;0;268;0;Centro Local;11
PECANHA;MG;202401;1000;17534;1;9;1;0;0;1283;339;Centro de Zona;17
PECANHA;MG;202402;1000;17534;2;21;2;0;0;1283;146;Centro de Zona;17
PECANHA;MG;202403;1000;17534;3;25;2;1;0;1283;91;Centro de Zona;17
PEDRA AZUL;MG;202401;1000;24333;1;0;0;0;0;1515;0;Centro de Zona;32
PEDRA AZUL;MG;202402;1000;24333;2;42;1;0;0;1515;235;Centro de Zona;32
PEDRA AZUL;MG;202403;1000;24333;4;37;2;1;0;1515;37;Centro de Zona;32
PEDRA BONITA;MG;202401;1000;7157;1;52;1;0;0;218;32;Centro Local;6
PEDRA BONITA;MG;202402;1000;7157;1;0;0;1;0;218;0;Centro Local;6
PEDRA BONITA;MG;202403;1000;7157;1;0;0;0;0;218;0;Centro Local;6
PEDRA DO INDAIA;MG;202401;1000;3977;2;0;0;1;0;211;0;Centro Local;9
PEDRA DO INDAIA;MG;202402;1000;3977;2;20;1;0;1;211;23;Centro Local;9
PEDRA DO INDAIA;MG;202403;1000;3977;2;24;2;0;1;211;34;Centro Local;9
PEDRA DOURADA;MG;202402;1000;2559;1;0;0;0;0;66;0;Centro Local;11
PEDRA DOURADA;MG;202403;1000;2559;1;0;0;0;0;66;0;Centro Local;11
PEDRALVA;MG;202401;1000;11098;2;28;1;0;0;643;36;Centro Local;19
PEDRALVA;MG;202402;1000;11098;3;34;3;0;1;643;38;Centro Local;19
PEDRALVA;MG;202403;1000;11098;4;62;3;0;0;643;127;Centro Local;19
PEDRAS DE MARIA DA CRUZ;MG;202402;1000;12313;1;18;1;0;0;980;108;Centro Local;13
PEDRAS DE MARIA DA CRUZ;MG;202403;1000;12313;1;0;0;1;0;980;0;Centro Local;13
PEDRINOPOLIS;MG;202401;2000;3651;1;8;1;0;1;220;59;Centro Local;7
PEDRINOPOLIS;MG;202402;2000;3651;1;0;0;1;0;220;0;Centro Local;7
PEDRINOPOLIS;MG;202403;2000;3651;2;7;1;0;1;220;31;Centro Local;7
PEDRO LEOPOLDO;MG;202401;1000;65149;20;325;13;3;3;5458;5;Metrópole;100
PEDRO LEOPOLDO;MG;202402;1000;65149;22;261;13;6;4;5458;1506;Metrópole;100
PEDRO LEOPOLDO;MG;202403;1000;65149;27;532;19;3;7;5458;997;Metrópole;100
PEQUERI;MG;202401;1000;3340;1;0;0;0;0;277;0;Centro Local;10
PEQUERI;MG;202402;1000;3340;1;0;0;0;0;277;0;Centro Local;10
PEQUERI;MG;202403;1000;3340;1;40;1;0;1;277;35;Centro Local;10
PEQUI;MG;202403;1000;4457;1;28;1;0;0;104;30;Centro Local;3
PERDIGAO;MG;202401;1000;11994;3;63;3;0;0;615;70;Centro Local;14
PERDIGAO;MG;202402;1000;11994;3;64;2;1;0;615;137;Centro Local;14
PERDIGAO;MG;202403;1000;11994;6;132;4;0;1;615;82;Centro Local;14
PERDIZES;MG;202401;4000;16469;4;82;4;0;0;1087;239;Centro Local;27
PERDIZES;MG;202402;4000;16469;6;85;5;1;0;1087;302;Centro Local;27
PERDIZES;MG;202403;4000;16469;6;58;4;2;1;1087;70;Centro Local;27
PERDOES;MG;202401;1000;21577;2;18;1;1;0;87;1;Centro Local;53
PERDOES;MG;202402;1000;21577;5;57;3;0;1;87;15;Centro Local;53
PERDOES;MG;202403;1000;21577;8;128;6;2;2;87;8;Centro Local;53
PERIQUITO;MG;202401;1000;6738;2;6;1;0;0;529;108;Centro Local;10
PERIQUITO;MG;202402;1000;6738;2;0;0;1;0;529;0;Centro Local;10
PERIQUITO;MG;202403;1000;6738;2;5;1;0;1;529;31;Centro Local;10
PIAU;MG;202401;1000;2719;2;73;2;0;0;193;36;Centro Local;2
PIAU;MG;202402;1000;2719;2;3;1;1;0;193;30;Centro Local;2
PIAU;MG;202403;1000;2719;2;12;1;1;1;193;47;Centro Local;2
PIEDADE DE CARATINGA;MG;202402;1000;8832;1;29;1;0;0;765;73;Centro Local;15
PIEDADE DE CARATINGA;MG;202403;1000;8832;2;14;2;0;0;765;108;Centro Local;15
PIEDADE DE PONTE NOVA;MG;202403;1000;4141;1;18;1;0;0;44;4;Centro Local;8
PIMENTA;MG;202401;1000;8715;2;37;2;0;0;548;128;Centro Local;21
PIMENTA;MG;202402;1000;8715;3;31;2;1;0;548;103;Centro Local;21
PIMENTA;MG;202403;1000;8715;3;4;1;1;0;548;63;Centro Local;21
PINTOPOLIS;MG;202401;1000;7540;2;13;2;0;0;678;112;Centro Local;8
PINTOPOLIS;MG;202402;1000;7540;2;36;2;0;0;678;100;Centro Local;8
PINTOPOLIS;MG;202403;1000;7540;3;44;3;0;0;678;8;Centro Local;8
PIRACEMA;MG;202401;2000;6386;1;2;1;0;0;157;32;Centro Local;17
PIRACEMA;MG;202402;2000;6386;1;0;0;1;0;157;0;Centro Local;17
PIRACEMA;MG;202403;2000;6386;1;0;0;0;0;157;0;Centro Local;17
PIRAJUBA;MG;202401;3000;6491;2;69;2;0;1;336;4;Centro Local;16
PIRAJUBA;MG;202402;3000;6491;2;50;2;0;0;336;12;Centro Local;16
PIRAJUBA;MG;202403;3000;6491;2;58;1;1;0;336;34;Centro Local;16
PIRANGA;MG;202401;1000;17641;3;39;3;0;0;1570;445;Centro Local;27
PIRANGA;MG;202402;1000;17641;6;116;5;0;0;1570;48;Centro Local;27
PIRANGA;MG;202403;1000;17641;7;40;2;3;0;1570;454;Centro Local;27
PIRANGUINHO;MG;202402;1000;8683;1;40;1;0;0;567;112;Centro Sub-Regional;25
PIRANGUINHO;MG;202403;1000;8683;1;23;1;0;0;567;154;Centro Sub-Regional;25
PIRAPETINGA;MG;202401;2000;10791;1;0;0;1;0;591;0;Centro Sub-Regional;22
PIRAPETINGA;MG;202402;2000;10791;2;1;1;0;0;591;104;Centro Sub-Regional;22
PIRAPETINGA;MG;202403;2000;10791;2;12;1;0;0;591;142;Centro Sub-Regional;22
PIRAPORA;MG;202401;2000;56845;5;61;2;2;0;4504;249;Centro Sub-Regional;107
PIRAPORA;MG;202402;2000;56845;7;66;3;1;1;4504;459;Centro Sub-Regional;107
PIRAPORA;MG;202403;2000;56845;9;189;7;1;4;4504;966;Centro Sub-Regional;107
PIRAUBA;MG;202401;1000;10732;3;60;3;0;0;473;15;Centro Local;25
PIRAUBA;MG;202402;1000;10732;4;63;3;0;0;473;87;Centro Local;25
PIRAUBA;MG;202403;1000;10732;4;27;3;1;1;473;121;Centro Local;25
PITANGUI;MG;202401;1000;28433;7;62;3;2;1;304;70;Centro Local;69
PITANGUI;MG;202402;1000;28433;10;88;4;1;2;304;56;Centro Local;69
PITANGUI;MG;202403;1000;28433;14;233;9;0;4;304;6;Centro Local;69
PIUMHI;MG;202401;1000;35137;7;146;5;2;1;88;22;Centro de Zona;99
PIUMHI;MG;202402;1000;35137;10;197;9;1;2;88;11;Centro de Zona;99
PIUMHI;MG;202403;1000;35137;14;139;8;4;0;88;10;Centro de Zona;99
PLANURA;MG;202401;2000;12445;4;97;3;0;1;601;38;Centro Local;23
PLANURA;MG;202402;2000;12445;6;102;5;1;1;601;80;Centro Local;23
PLANURA;MG;202403;2000;12445;6;52;5;1;1;601;108;Centro Local;23
POCO FUNDO;MG;202401;1000;16900;8;71;3;2;0;1639;236;Centro Local;32
POCO FUNDO;MG;202402;1000;16900;8;119;5;1;3;1639;87;Centro Local;32
POCO FUNDO;MG;202403;1000;16900;8;67;5;2;2;1639;248;Centro Local;32
POCOS DE CALDAS;MG;202401;2000;169838;43;522;24;10;3;805;99;Capital Regional;430
POCOS DE CALDAS;MG;202402;2000;169838;64;950;41;9;13;805;175;Capital Regional;430
POCOS DE CALDAS;MG;202403;2000;169838;81;1268;55;13;17;805;147;Capital Regional;430
POCRANE;MG;202401;1000;8288;2;67;2;0;1;73;3;Centro Local;6
POCRANE;MG;202402;1000;8288;3;110;3;0;0;73;14;Centro Local;6
POCRANE;MG;202403;1000;8288;4;124;3;1;0;73;18;Centro Local;6
POMPEU;MG;202401;1000;32248;7;121;6;0;1;1331;7;Centro Local;84
POMPEU;MG;202402;1000;32248;11;184;7;2;1;1331;135;Centro Local;84
POMPEU;MG;202403;1000;32248;13;234;6;5;3;1331;103;Centro Local;84
PONTE NOVA;MG;202401;1000;60003;14;273;9;3;1;5691;1113;Centro Sub-Regional;181
PONTE NOVA;MG;202402;1000;60003;23;316;17;3;4;5691;1673;Centro Sub-Regional;181
PONTE NOVA;MG;202403;1000;60003;28;362;19;6;3;5691;701;Centro Sub-Regional;181
PONTO CHIQUE;MG;202401;1000;4305;2;20;1;1;0;417;36;Centro Local;1
PONTO CHIQUE;MG;202402;1000;4305;4;40;1;1;0;417;77;Centro Local;1
PONTO CHIQUE;MG;202403;1000;4305;4;29;4;0;3;417;2;Centro Local;1
PONTO DOS VOLANTES;MG;202401;1000;12235;1;5;1;0;0;395;104;Centro Local;13
PONTO DOS VOLANTES;MG;202402;1000;12235;2;23;2;0;0;395;95;Centro Local;13
PONTO DOS VOLANTES;MG;202403;1000;12235;2;10;2;0;0;395;101;Centro Local;13
PORTEIRINHA;MG;202401;1000;37823;6;168;5;0;0;2092;80;Centro de Zona;54
PORTEIRINHA;MG;202402;1000;37823;9;101;5;2;0;2092;47;Centro de Zona;54
PORTEIRINHA;MG;202403;1000;37823;10;84;3;2;0;2092;297;Centro de Zona;54
POTE;MG;202401;1000;16675;2;34;1;0;0;1600;28;Centro Local;20
POTE;MG;202402;1000;16675;2;2;1;1;1;1600;194;Centro Local;20
POTE;MG;202403;1000;16675;4;91;3;0;1;1600;234;Centro Local;20
POUSO ALEGRE;MG;202401;3000;154293;34;429;18;5;5;10955;2601;Capital Regional;443
POUSO ALEGRE;MG;202402;3000;154293;52;688;31;8;10;10955;71;Capital Regional;443
POUSO ALEGRE;MG;202403;3000;154293;70;897;47;9;13;10955;1440;Capital Regional;443
POUSO ALTO;MG;202401;2000;5862;5;155;4;1;0;479;120;Centro Local;27
POUSO ALTO;MG;202402;2000;5862;5;53;2;3;1;479;30;Centro Local;27
POUSO ALTO;MG;202403;2000;5862;5;30;2;1;1;479;10;Centro Local;27
PRADOS;MG;202401;1000;9128;2;0;0;0;0;882;0;Centro Local;23
PRADOS;MG;202402;1000;9128;4;124;3;0;1;882;62;Centro Local;23
PRADOS;MG;202403;1000;9128;5;35;3;2;1;882;104;Centro Local;23
PRATA;MG;202401;2000;28173;5;24;2;2;0;897;136;Centro Local;47
PRATA;MG;202402;2000;28173;10;164;8;0;1;897;118;Centro Local;47
PRATA;MG;202403;2000;28173;10;141;8;2;2;897;176;Centro Local;47
PRATAPOLIS;MG;202401;1000;8530;2;38;2;0;0;616;33;Centro Local;17
PRATAPOLIS;MG;202402;1000;8530;3;26;1;1;0;616;137;Centro Local;17
PRATAPOLIS;MG;202403;1000;8530;3;29;1;1;1;616;25;Centro Local;17
PRATINHA;MG;202402;2000;3658;1;0;0;0;0;298;0;Centro Local;1
PRATINHA;MG;202403;2000;3658;2;39;2;0;1;298;78;Centro Local;1
PRESIDENTE BERNARDES;MG;202403;1000;5315;1;0;0;0;0;197;0;Centro Local;7
PRESIDENTE OLEGARIO;MG;202401;1000;19680;1;23;1;0;0;1878;360;Centro Local;28
PRESIDENTE OLEGARIO;MG;202402;1000;19680;2;6;1;0;0;1878;118;Centro Local;28
PRESIDENTE OLEGARIO;MG;202403;1000;19680;3;22;1;1;1;1878;15;Centro Local;28
PRUDENTE DE MORAIS;MG;202401;1000;10931;1;12;1;0;0;220;25;Capital Regional;30
PRUDENTE DE MORAIS;MG;202402;1000;10931;1;52;1;0;0;220;25;Capital Regional;30
PRUDENTE DE MORAIS;MG;202403;1000;10931;2;6;2;0;0;220;51;Capital Regional;30
QUARTEL GERAL;MG;202401;1000;3603;2;25;2;0;0;120;3;Centro Local;7
QUARTEL GERAL;MG;202402;1000;3603;3;67;2;1;0;120;5;Centro Local;7
QUARTEL GERAL;MG;202403;1000;3603;3;92;2;0;0;120;15;Centro Local;7
RAPOSOS;MG;202402;1000;16501;2;5;1;0;0;383;110;Metrópole;40
RAPOSOS;MG;202403;1000;16501;4;24;2;0;0;383;48;Metrópole;40
RAUL SOARES;MG;202401;1000;23663;4;58;4;0;0;2337;236;Centro Local;45
RAUL SOARES;MG;202402;1000;23663;6;138;4;1;0;2337;477;Centro Local;45
RAUL SOARES;MG;202403;1000;23663;8;71;5;1;1;2337;367;Centro Local;45
RECREIO;MG;202401;1000;10522;2;14;1;0;0;270;0;Centro Local;13
RECREIO;MG;202402;1000;10522;2;48;1;1;1;270;24;Centro Local;13
RECREIO;MG;202403;1000;10522;4;60;2;1;1;270;56;Centro Local;13
REDUTO;MG;202401;1000;7247;1;38;1;0;0;19;5;Centro Local;13
REDUTO;MG;202402;1000;7247;1;6;1;0;0;19;5;Centro Local;13
REDUTO;MG;202403;1000;7247;1;46;1;0;0;19;4;Centro Local;13
RESENDE COSTA;MG;202401;1000;11578;1;28;1;0;0;770;221;Centro Local;29
RESENDE COSTA;MG;202402;1000;11578;3;66;3;0;0;770;173;Centro Local;29
RESENDE COSTA;MG;202403;1000;11578;4;82;2;1;0;770;178;Centro Local;29
RESPLENDOR;MG;202401;1000;17396;2;28;2;0;1;1292;306;Centro de Zona;51
RESPLENDOR;MG;202402;1000;17396;2;84;2;0;0;1292;181;Centro de Zona;51
RESPLENDOR;MG;202403;1000;17396;3;40;2;1;0;1292;81;Centro de Zona;51
RESSAQUINHA;MG;202401;3000;4826;1;4;1;0;0;372;91;Centro Local;10
RESSAQUINHA;MG;202402;3000;4826;1;0;0;1;0;372;0;Centro Local;10
RESSAQUINHA;MG;202403;3000;4826;1;0;0;0;0;372;0;Centro Local;10
RIACHINHO;MG;202402;1000;8132;1;0;0;0;0;91;0;Centro Local;11
RIACHINHO;MG;202403;1000;8132;1;16;1;0;1;91;23;Centro Local;11
RIACHO DOS MACHADOS;MG;202403;2000;9471;1;11;1;0;0;131;21;Centro Local;2
RIBEIRAO DAS NEVES;MG;202401;1000;341415;46;705;30;8;6;23038;1930;Metrópole;651
RIBEIRAO DAS NEVES;MG;202402;1000;341415;67;729;36;11;6;23038;3853;Metrópole;651
RIBEIRAO DAS NEVES;MG;202403;1000;341415;90;1535;61;12;22;23038;3178;Metrópole;651
